table_id;x_axis_rc_code;y_axis_rc_code
D_05.00;120;C28_99
C_20.00;450;50
C_106.01;100;x604
D_05.00;140;G47_64
C_74.00;60;210
C_13.01;40;580
C_34.05;70;70
C_13.01;870;640
J_06.00;290;40
D_05.00;120;L68
D_05.00;130;G46_31
D_09.01;110;180
C_18.00;10;130
C_75.01;100;1030
D_09.02;130;10
C_13.01;920;670
J_02.00;130;230
D_05.00;110;J58_13
C_32.02;230;150
C_73.00;30;1210
D_05.00;40;G46_43
C_118.00;160;x415_BH
C_32.02;130;190
D_05.00;20;I55_9
C_32.02;180;160
C_114.00;140;x414_SI
C_32.02;210;170
C_80.00;20;470
D_05.00;80;N81_1
C_13.01;60;460
D_05.00;30;P85_32
F_32.02;40;250
C_22.00;60;480
C_66.01;10;1130
C_13.01;680;590
D_05.00;30;H53_1
D_05.00;70;G46_75
D_05.00;20;N77_29
C_74.00;130;201
C_21.00;60;40
C_118.00;190;x414_HR
C_34.05;130;50
D_09.01;120;170
C_80.00;110;260
C_32.02;260;50
C_74.00;40;230
F_18.00;102;450
C_75.01;90;950
F_04.03.1;90;20
F_04.02.2;20;30
C_114.00;170;x418_HK
C_08.01;40;80
C_74.00;60;460
C_32.02;220;170
C_80.00;100;380
D_05.00;50;M73_11
C_74.00;40;265
C_118.00;209;x414_SI
D_05.00;120;H53_1
C_75.01;40;1210
D_09.02;190;60
C_66.01;25;1060
D_05.00;120;G47_61
C_34.01;20;60
C_14.00;201;NULL
C_114.00;190;x416_UA
C_74.00;120;303
D_05.00;50;G46_38
J_05.00;270;610
C_16.00;71;60
C_34.02;10;140
J_03.00;130;240
D_05.00;30;F42_11
C_114.00;209;x414_HR
C_75.01;70;2780
D_07.00;90;230
C_108.00;20;NULL
F_23.01;40;200
C_80.00;90;850
C_75.01;70;1840
C_22.00;70;140
D_05.00;130;G46_9
D_05.00;30;P85_52
J_02.00;10;370
C_118.00;209;x419_GB
F_15.00;100;20
C_114.00;201;x414_SI
F_18.00;910;223
D_05.00;50;S96_02
C_13.01;150;560
F_18.00;30;390
C_118.00;180;x418_RU
C_34.05;150;100
F_19.00;100;215
D_05.00;20;G46_9
C_24.00;140;110
C_82.00;70;50
C_80.00;10;470
F_18.00;951;212
C_07.00;50;230
D_05.00;40;C30_92
F_35.00;210;40
C_80.00;120;130
C_73.00;20;700
C_74.00;60;560
D_05.00;100;C32_99
C_13.01;130;660
C_13.01;110;520
J_06.00;20;170
F_32.01;40;15
C_08.01;310;80
C_75.01;60;1890
C_75.01;60;270
D_05.00;110;G47_76
C_34.05;50;160
C_75.01;100;2690
C_32.02;210;70
C_13.01;40;255
C_10.01;70;110
D_05.00;120;Q88_1
D_05.00;50;G45_31
C_07.00;80;150
C_75.01;70;2100
C_07.00;230;35
C_80.00;110;520
J_03.00;20;620
C_32.02;210;180
C_120.02;100;x69_x50_x26
R_12.00;30;30
C_18.00;50;40
C_13.01;30;450
C_34.02;210;140
F_18.00;55;420
C_13.01;670;640
C_32.02;270;120
J_02.00;150;260
C_74.00;50;210
C_74.00;10;420
C_21.00;30;10
D_05.00;80;G46_41
C_75.01;40;190
F_18.00;122;350
D_05.00;100;H49_32
C_91.00;170;10
J_02.00;40;630
C_34.05;150;150
D_05.00;50;H49_5
C_75.01;40;1870
C_74.00;130;490
C_114.00;170;x416_MC
F_46.00;100;140
C_18.00;20;250
C_73.00;20;660
C_118.00;180;x417_EG
D_05.00;130;G47_79
C_32.02;230;50
C_115.00;147;NULL
F_18.00;70;380
J_03.00;100;630
C_114.00;208;x414_BG
J_03.00;70;640
J_03.00;140;190
C_75.01;20;1550
D_05.00;140;C25_62
C_08.01;80;60
C_32.02;80;190
D_05.00;90;Q88_91
C_40.00;85;300
C_81.00;90;400
F_13.01;55;50
C_91.00;130;100
J_02.00;10;590
D_05.00;50;S94_99
C_75.01;70;1980
C_33.00;290;230
C_16.00;100;80
J_05.00;300;500
C_13.01;140;670
F_18.00;952;215
F_45.01;20;30
D_05.00;20;Q88_91
C_91.00;60;90
C_16.00;110;100
F_23.02;150;360
C_118.00;160;x418_SG
C_114.00;170;x417_SN
C_34.02;90;80
C_74.00;90;311
F_18.00;900;212
J_07.00;310;610
J_03.00;150;180
C_83.00;10;110
J_03.00;150;310
C_118.00;180;x418_CH
C_05.01;60;10
F_46.00;120;90
F_18.00;197;470
C_13.01;10;610
C_22.00;50;100
J_02.00;150;420
C_91.00;170;70
C_07.00;211;20
C_13.01;140;570
C_13.01;680;460
C_10.01;10;80
C_118.00;209;x418_HK
C_13.01;910;510
D_05.00;30;G46_9
C_74.00;80;299
D_07.00;100;370
D_05.00;140;C13_3
J_05.00;50;600
C_07.00;110;210
C_75.01;90;2250
C_40.00;70;380
F_18.00;121;216
C_120.04;120;x2_x130_x876_x15_x776
F_08.01;37;200
F_23.03;120;90
D_05.00;140;E36
C_67.00;40;10
C_08.02;50;NULL
C_13.01;840;480
C_35.01;10;40
C_114.00;202;x414_TR
D_05.00;130;G46_51
F_04.02.1;20;40
C_22.00;80;30
D_05.00;120;A1_4
D_05.00;140;G46_66
C_75.01;70;480
F_04.03.1;70;10
D_05.00;140;G46_9
C_75.01;60;380
D_05.00;100;E36
D_09.01;160;160
C_75.01;80;500
C_118.00;190;x415_VE
C_114.00;130;x414_CZ
F_46.00;120;50
D_05.00;20;P85_2
C_66.01;40;730
J_05.00;50;590
C_34.02;70;140
D_05.00;30;C26_6
C_75.01;100;2140
C_17.01;100;10
D_05.00;100;C25_12
C_16.00;40;130
C_34.03;20;60
C_118.00;208;x414_SI
D_05.00;130;A1_42
C_118.00;170;x417_SN
F_23.01;30;110
C_66.01;10;145
D_05.00;100;J58_19
C_34.03;20;200
C_118.00;170;x414_BG
C_40.00;85;90
C_13.01;270;520
D_05.00;40;F43_29
J_05.00;290;580
D_05.00;100;F43_29
F_23.03;120;190
C_114.00;206;x418_CH
D_05.00;80;F43_9
F_23.03;40;100
C_13.01;20;260
C_08.01;10;80
C_82.00;90;30
D_05.00;110;C31_09
C_73.00;30;260
D_07.00;20;480
C_118.00;204;x419_GB
F_08.01;40;420
C_75.01;80;120
C_91.00;200;130
D_05.00;20;K65_12
D_08.00;240;170
J_02.00;140;380
F_23.03;170;190
C_81.00;20;120
C_75.01;90;330
C_74.00;50;110
C_28.00;60;NULL
F_18.00;910;226
C_118.00;150;x416_KY
C_80.00;30;340
C_73.00;10;1130
C_22.00;70;180
C_118.00;190;x418_JP
C_73.00;50;965
C_74.00;90;295
C_29.00;250;NULL
J_08.00;10;270
C_118.00;180;x415_IL
C_13.01;30;251
C_34.05;60;200
C_74.00;60;20
C_34.01;80;70
C_17.01;100;650
D_05.00;40;G47_82
C_106.01;100;x616
D_05.00;100;G47_72
C_114.00;180;x415_IL
C_118.00;130;x414_HR
C_17.01;100;910
C_34.05;40;40
F_18.00;101;390
C_75.01;70;2330
C_114.00;150;x415_VN
D_07.00;70;360
F_04.10;40;50
C_32.03;50;NULL
D_05.00;20;C25_21
J_02.00;100;580
C_114.00;180;x418_IN
J_05.00;40;330
F_19.00;100;223
J_08.00;40;140
C_05.01;20;112
C_07.00;90;110
C_13.01;310;470
C_118.00;160;x417_AM
J_05.00;310;640
D_05.00;20;H49_5
D_05.00;110;D35_14
F_18.00;80;510
C_118.00;160;x418_CH
C_75.01;80;2320
C_34.05;80;130
C_05.02;60;150
D_05.00;140;A1_42
F_18.00;122;540
D_05.00;110;C31_01
C_75.01;60;1720
C_14.00;223;NULL
C_07.00;150;130
C_13.01;160;254
C_35.01;20;10
D_05.00;20;N82_19
D_05.00;110;C28_25
D_05.00;110;G47_3
F_32.01;50;100
C_20.00;450;60
C_16.00;100;120
J_06.00;300;620
C_07.00;80;200
C_13.01;290;640
C_13.01;100;650
C_16.00;80;40
C_75.01;20;1270
C_23.00;40;100
D_05.00;110;C18_11
J_05.00;20;160
C_66.01;25;1230
C_114.00;160;x415_BH
D_05.00;50;G46_1
C_106.01;120;x582
C_07.00;120;270
D_08.00;220;140
D_05.00;50;R93_11
C_22.00;100;350
M_01.00;20;210
F_18.00;180;440
C_32.02;100;60
C_28.00;150;NULL
D_09.01;40;40
C_118.00;180;x418_GR
C_32.02;40;210
F_18.00;70;530
F_18.00;56;920
C_75.01;90;2090
C_13.01;750;600
C_75.01;90;290
D_05.00;90;K64_91
F_20.04;40;75
D_05.00;70;R93_13
F_23.02;160;350
D_05.00;80;S94_99
C_13.01;40;330
C_71.00;70;10
C_74.00;110;293
D_05.00;110;R91_03
D_05.00;20;C25_12
C_73.00;30;930
C_16.00;100;110
C_08.01;80;50
C_22.00;60;150
C_118.00;160;x416_GR
C_10.01;90;10
J_05.00;20;580
D_07.00;80;240
D_07.00;110;390
C_07.00;120;110
D_05.00;70;P85_53
C_75.01;90;1070
C_114.00;207;x414_HU
C_22.00;100;230
D_05.00;110;N78_3
F_18.00;952;225
D_05.00;100;G47_29
C_114.00;201;x414_PL
C_75.01;100;1610
C_80.00;30;310
C_73.00;60;1075
C_13.01;160;361
F_18.00;90;460
C_114.00;209;x418_AR
C_75.01;40;710
F_23.03;120;170
F_20.04;26;10
C_75.01;90;970
C_118.00;203;x418_NO
F_11.04;30;180
C_75.01;80;1860
C_75.01;80;1540
C_75.01;60;20
F_18.00;900;224
C_05.01;30;380
C_73.00;20;70
F_09.02;20;90
C_22.00;70;270
C_66.01;25;391
C_08.01;140;180
F_18.00;106;430
C_07.00;240;15
F_08.01;40;290
F_25.01;60;80
C_22.00;100;30
C_07.00;100;230
C_20.00;450;30
C_82.00;90;330
C_111.00;110;NULL
J_07.00;60;370
C_75.01;90;900
C_05.02;60;30
C_40.00;85;30
C_74.00;120;150
F_20.04;26;60
D_05.00;130;C32_99
F_16.05;20;80
D_05.00;110;G47_99
D_03.01;70;D35_x85
C_75.01;40;50
C_05.01;60;70
C_82.00;30;210
D_05.00;110;L68_32
F_18.00;952;923
C_07.00;60;90
J_07.00;20;610
J_07.00;270;580
C_114.00;190;x416_NC
C_74.00;160;315
J_04.00;30;640
C_74.00;90;30
J_03.00;150;240
D_05.00;20;R91_04
C_114.00;190;x417_KY
M_05.00;100;x279_x630
C_08.01;170;80
D_05.00;100;A1_28
D_05.00;140;A1_41
C_114.00;207;x417_AR
D_05.00;50;J63_99
C_75.01;20;2770
C_118.00;203;x414_x33
D_05.00;120;C18_11
D_05.00;130;C29_1
C_34.02;110;120
F_10.00;40;140
C_34.05;140;210
D_05.00;100;N77_21
D_05.00;80;L68
F_23.02;50;250
C_114.00;204;x414_HR
C_20.00;900;30
C_75.01;40;960
F_35.00;10;40
D_05.00;70;P85_31
C_118.00;160;x415_SN
D_05.00;110;G46_43
C_32.02;210;90
F_11.04;50;120
C_101.00;170;NULL
C_10.01;30;80
C_07.00;60;220
C_80.00;100;540
C_66.01;25;670
C_80.00;110;150
D_05.00;40;Q88_9
C_18.00;60;140
C_17.01;100;430
C_13.01;150;130
C_80.00;20;940
C_22.00;90;100
C_74.00;100;10
C_114.00;150;x415_CY
D_05.00;80;N79_9
C_13.01;920;480
C_13.01;150;375
D_05.00;110;N77_39
D_03.01;60;B5_10_x90
C_114.00;208;x418_CZ
C_75.01;20;1170
C_13.01;330;500
C_120.04;130;x99_x1285_x876_x16_x775
C_13.01;320;660
C_75.01;100;860
C_81.00;70;310
F_18.00;80;350
F_15.00;100;94
F_09.02;20;100
D_07.00;20;360
F_18.00;192;510
C_66.01;10;690
C_23.00;10;135
F_18.00;197;420
D_05.00;80;N81_21
C_34.05;140;170
C_14.00;160;NULL
C_18.00;50;13
D_05.00;110;E38_32
J_03.00;10;520
C_106.00;30;NULL
C_11.00;40;20
C_40.00;130;60
D_05.00;70;N78_3
F_08.01;37;440
C_13.01;110;480
C_74.00;60;40
C_118.00;206;x418_ES
C_75.01;90;860
F_18.00;101;540
J_02.00;130;330
C_115.00;51;NULL
C_32.02;150;150
C_18.00;10;50
C_114.00;201;x414_HR
D_05.00;60;E38_32
F_23.01;40;190
J_05.00;290;470
C_09.04;30;10
C_13.01;680;550
C_66.01;25;185
F_25.01;50;40
C_32.02;250;50
C_75.01;90;1220
C_18.00;10;190
C_80.00;10;230
C_73.00;20;240
D_05.00;40;G46_15
C_114.00;209;x414_CZ
C_10.01;40;110
D_05.00;50;C17_22
C_118.00;170;x415_BJ
C_40.00;85;71
C_21.00;20;100
C_114.00;190;x417_BJ
F_20.04;26;50
D_07.00;90;390
C_34.05;110;40
F_46.00;60;140
C_13.01;290;470
C_13.01;20;255
D_05.00;90;S95_25
D_05.00;70;J60_2
C_80.00;120;1070
C_118.00;150;x417_VN
C_07.00;70;260
C_34.10;20;170
F_23.03;140;20
C_73.00;20;912
C_75.01;90;390
C_74.00;100;307
C_34.02;130;30
C_118.00;206;x417_AM
D_05.00;110;G47_43
J_05.00;310;580
J_08.00;20;260
F_15.00;70;125
C_13.01;160;300
D_05.00;80;F42_99
D_07.00;50;440
J_02.00;10;150
C_14.00;285;NULL
C_114.00;140;x415_SA
C_13.01;110;670
C_05.02;20;140
C_74.00;50;560
F_15.00;80;123
C_74.00;130;267
J_05.00;30;600
C_05.01;50;380
J_09.00;20;290
C_82.00;30;400
C_75.01;60;630
C_75.01;70;2710
F_18.00;106;450
C_114.00;180;x418_GR
C_29.00;210;NULL
C_34.02;60;90
D_05.00;30;H52_24
D_05.00;20;N77_21
C_18.00;10;350
C_118.00;205;x416_AM
C_66.01;25;380
C_80.00;110;390
C_118.00;160;x416_KY
C_21.00;50;110
C_18.00;70;321
C_17.01;100;180
F_46.00;70;150
C_66.01;25;660
C_114.00;160;x417_MC
C_118.00;150;x416_GG
M_03.00;20;270
C_118.00;209;x414_BG
F_25.01;50;20
C_120.04;190;x10_x1286_x876_x16_x775
C_17.01;90;170
C_13.01;310;560
R_12.00;30;10
C_08.02;70;NULL
C_120.04;120;x6_x1285_x876_x16_x775
C_07.00;140;150
C_21.00;40;90
F_23.05;160;230
F_35.00;160;30
C_75.01;40;2620
D_05.00;120;C26_3
D_05.00;50;M74_1
C_120.01;50;x476
C_75.01;80;2630
R_04.01;30;0410_0410
C_114.00;190;x415_TN
F_46.00;40;130
C_66.01;25;240
F_23.01;30;180
F_23.03;140;150
F_46.00;110;60
J_02.00;150;160
C_22.00;70;450
C_13.01;220;580
F_10.00;40;320
F_18.00;101;350
C_73.00;20;10
C_13.01;30;376
C_07.00;50;90
F_11.04;40;120
C_32.02;180;150
C_66.01;25;145
D_05.00;50;F42_22
C_74.00;80;275
F_18.00;56;225
D_05.00;80;C22_23
D_05.00;80;K64_3
D_05.00;20;G46_73
C_32.02;190;140
D_05.00;20;G45_4
C_83.00;50;30
C_114.00;204;x415_TW
C_13.01;20;470
C_13.01;70;640
F_18.00;142;930
C_75.01;80;1050
J_08.00;20;120
C_114.00;170;x416_BH
D_05.00;30;P85_51
D_05.00;100;G47_3
D_05.00;40;P85_53
D_05.00;140;C10_71
C_07.00;60;130
J_05.00;270;640
C_73.00;30;203
C_13.01;870;121
C_08.01;140;80
C_74.00;100;530
C_80.00;90;190
C_74.00;80;460
D_05.00;120;G46_77
C_28.00;300;NULL
C_13.01;120;470
D_05.00;90;C33_11
C_114.00;201;x414_BG
C_23.00;70;60
D_05.00;70;A2_2
C_13.01;20;371
C_114.00;180;x417_DO
C_118.00;203;x414_DK
C_114.00;206;x418_GR
C_120.04;150;x8_x1286_x876_x15_x777
C_75.01;100;2070
C_114.00;190;x415_GH
J_07.00;290;610
C_75.01;40;2510
C_75.01;100;2220
C_07.00;90;140
J_06.00;40;600
J_02.00;50;620
C_81.00;70;100
C_114.00;180;x415_GR
D_09.01;40;190
D_05.00;110;Q88_1
C_114.00;180;x415_PH
D_05.00;100;C11_07
J_05.00;280;600
C_114.00;190;x417_IR
D_05.00;110;A1_62
D_09.01;90;140
C_73.00;20;280
D_07.00;150;430
C_22.00;40;70
C_32.02;130;150
D_05.00;60;C32_2
C_118.00;160;x418_RU
C_29.00;50;NULL
C_114.00;160;x417_CL
C_75.01;100;2280
C_13.01;860;450
D_07.00;70;480
F_18.00;141;215
C_08.01;70;80
C_114.00;209;x418_FR
F_35.00;70;20
F_25.01;30;110
C_75.01;70;1080
D_05.00;130;H51_1
C_66.01;25;210
C_66.01;25;870
D_05.00;20;G45_11
C_91.00;160;50
C_75.01;80;1100
F_18.00;160;520
D_05.00;100;Q87_9
J_03.00;90;580
C_66.01;25;175
C_91.00;180;30
C_114.00;204;x414_CZ
D_05.00;110;C17_21
C_43.00;30;70
C_75.01;80;2220
C_08.01;30;30
C_115.00;130;NULL
C_106.01;120;x581
D_07.00;60;450
C_66.01;25;70
D_05.00;50;N77_33
C_75.01;100;950
C_75.01;80;2440
J_04.00;80;600
C_34.03;10;220
C_83.00;60;10
C_114.00;190;x415_CY
F_46.00;120;150
C_114.00;180;x417_VN
C_32.02;270;10
C_81.00;90;340
F_10.00;40;180
C_21.00;10;100
C_32.02;200;50
J_02.00;140;120
C_74.00;90;50
C_08.01;140;160
F_18.00;122;450
C_75.01;100;1120
F_18.00;170;390
C_73.00;30;10
C_13.01;150;371
C_118.00;190;x417_CY
C_80.00;120;600
C_114.00;170;x418_ES
R_01.00;30;5
C_74.00;60;230
C_73.00;50;1065
J_02.00;90;630
C_75.01;70;2480
C_73.00;30;35
C_74.00;130;321
C_29.00;230;NULL
C_106.00;60;NULL
C_24.00;100;50
F_15.00;70;121
J_02.00;80;640
J_06.00;290;530
C_18.00;10;60
C_118.00;160;x414_RO
C_120.04;130;x101_x1285_x876_x15_x776
C_74.00;130;500
C_32.02;180;50
M_01.00;10;360
J_03.00;10;540
C_80.00;120;800
C_66.01;10;391
C_118.00;140;x414_AT
F_18.00;191;530
C_120.02;100;x12_x48_x25
D_09.02;210;60
D_05.00;110;S94_92
D_05.00;50;S94_92
D_05.00;100;R91_02
D_05.00;20;S94_2
J_04.00;150;200
C_34.02;70;80
J_04.00;70;590
F_18.00;910;430
C_114.00;208;x416_AR
F_23.03;40;200
J_05.00;280;500
C_32.02;110;70
M_01.00;20;285
C_13.01;10;540
C_118.00;160;x414_x33
C_16.00;40;90
C_66.01;10;254
F_18.00;950;933
D_05.00;80;C10_72
D_05.00;140;G47_76
C_74.00;30;430
D_05.00;50;G47_75
C_75.01;60;1800
D_07.00;70;260
D_05.00;100;C10_12
J_03.00;20;640
C_33.00;270;160
C_75.01;20;130
D_05.00;50;H53_1
C_40.00;75;310
C_118.00;206;x418_RU
C_74.00;40;303
C_75.01;20;1730
C_18.00;70;150
F_23.02;50;230
D_05.00;70;J63_12
C_66.01;160;740
J_05.00;30;590
D_09.02;190;30
F_18.00;192;390
D_05.00;110;G47_62
C_13.01;140;640
F_18.00;910;340
C_118.00;206;x418_IN
C_75.01;100;380
C_13.01;30;340
D_05.00;120;C10_72
C_82.00;10;410
F_19.00;130;231
D_05.00;40;G45_11
C_17.01;90;50
J_08.00;20;340
C_34.02;120;110
D_05.00;110;C10_12
C_13.01;30;373
D_07.00;130;380
C_91.00;80;130
C_74.00;100;267
C_118.00;208;x418_HK
C_08.01;50;50
C_75.01;40;2130
F_04.09;45;5
C_07.00;100;160
C_80.00;120;780
D_05.00;20;C25_5
C_73.00;60;995
C_74.00;120;130
C_18.00;60;120
C_19.00;540;80
C_120.04;190;x2_x1285_x1284_x15_x822
C_13.01;870;256
F_18.00;30;350
C_118.00;160;x416_SN
C_80.00;90;360
C_13.01;870;480
C_32.02;270;210
D_05.00;100;N80_3
F_18.00;80;360
F_46.00;120;100
C_34.02;120;80
C_73.00;30;720
C_07.00;110;240
C_13.01;920;580
C_14.01;351;NULL
C_75.01;80;2790
C_73.00;30;917
C_75.01;20;90
F_15.00;80;185
F_08.01;40;260
C_75.01;20;1280
C_118.00;180;x416_SN
D_05.00;80;C10_12
C_74.00;100;323
D_05.00;100;G46_73
C_07.00;130;150
C_81.00;20;240
C_75.01;90;1500
C_07.00;120;140
F_19.00;100;213
C_75.01;60;1930
C_28.00;230;NULL
F_23.03;40;190
C_75.01;100;650
C_120.02;100;x14_x48_x25
C_80.00;10;200
C_13.01;680;500
C_34.05;130;200
C_32.02;250;150
C_22.00;70;110
C_75.01;60;400
C_120.02;100;x14_x49_x27
C_74.00;130;301
C_08.05.1;30;NULL
D_05.00;110;C20_3
C_73.00;50;130
C_07.00;80;100
D_05.00;30;E36
C_118.00;170;x416_DO
D_05.00;40;F43_9
D_05.00;130;D35_13
C_18.00;20;350
C_73.00;30;60
J_05.00;60;500
F_11.04;30;50
F_20.04;25;10
J_06.00;60;350
C_21.00;30;125
F_23.05;110;220
D_05.00;80;A1_49
C_13.01;660;630
C_114.00;206;x414_HU
D_09.01;50;50
C_40.00;85;350
D_05.00;130;C25_5
F_18.00;197;350
F_23.03;160;70
C_114.00;206;x414_TR
C_13.01;920;620
C_13.01;870;570
D_05.00;110;F43_32
D_05.00;50;Q87_3
C_34.01;60;70
F_18.00;55;390
C_75.01;20;1750
C_07.00;120;120
C_114.00;207;x418_BE
C_18.00;70;200
F_18.00;122;440
D_05.00;140;G45_32
C_16.00;71;90
C_74.00;90;279
C_75.01;60;1610
D_05.00;20;C33_11
C_32.02;20;180
J_02.00;20;600
C_66.01;10;120
C_24.00;170;40
C_13.01;260;450
C_75.01;20;2740
C_75.01;60;2630
D_05.00;130;G45_19
D_05.00;140;G47_25
J_04.00;60;640
F_18.00;107;400
D_05.00;130;K64_91
C_114.00;160;x416_KZ
C_34.05;170;120
J_02.00;10;430
C_66.01;10;1200
J_09.00;20;100
C_75.01;80;2500
C_32.02;220;210
C_18.00;50;385
D_05.00;110;C26_2
C_118.00;190;x417_KZ
D_05.00;90;G46_16
C_18.00;40;390
D_05.00;20;H49_32
D_08.00;260;130
C_75.01;100;80
D_05.00;50;G46_19
C_118.00;170;x418_HK
D_05.00;50;H53_2
D_05.00;110;R93_21
D_09.01;100;130
C_80.00;110;250
C_07.00;130;200
C_29.00;160;NULL
C_75.01;100;2500
C_66.01;10;70
D_05.00;90;N79_9
J_05.00;270;620
C_08.01;140;170
C_75.01;90;890
D_05.00;100;M74_3
C_80.00;40;990
D_05.00;90;C25_5
F_18.00;910;400
R_04.01;30;0080_0080
C_75.01;80;1250
D_05.00;130;G47_72
C_18.00;70;30
C_75.01;70;640
D_05.00;70;G46_34
C_118.00;190;x417_IR
C_118.00;205;x418_GR
J_02.00;30;630
D_05.00;50;A1_62
J_07.00;50;640
C_07.00;240;60
F_23.03;130;70
D_02.00;100;100
D_05.00;100;J58_29
F_23.02;120;400
C_13.01;160;310
C_114.00;190;x415_SD
F_23.03;170;160
C_74.00;110;263
C_13.01;150;370
C_24.00;110;110
D_05.00;80;P85_51
D_05.00;50;S96_04
R_06.01;50;20
C_114.00;150;x415_UA
C_114.00;160;x415_MO
C_07.00;230;30
F_25.01;50;70
C_74.00;50;140
C_13.01;845;130
C_13.01;20;480
C_33.00;290;200
J_02.00;150;200
D_09.01;20;170
D_05.00;70;H49_32
D_05.00;110;D35_12
D_05.00;40;K64_91
F_25.01;10;100
J_02.00;10;600
C_34.01;90;60
D_05.00;100;R91_01
C_13.01;920;470
F_18.00;142;933
C_118.00;206;x415_AR
C_118.00;190;x416_EG
D_05.00;120;K66_11
C_102.00;160;NULL
F_18.00;58;231
C_13.01;170;620
C_118.00;201;x418_NO
D_07.00;140;440
D_05.00;40;Q88_1
C_75.01;70;2440
C_81.00;80;100
F_32.04;50;90
D_05.00;20;G46_39
C_75.01;40;2000
C_16.00;110;30
D_05.00;110;C19_2
C_101.00;100;NULL
J_03.00;130;180
C_114.00;205;x416_MZ
C_13.01;690;470
J_03.00;140;200
F_18.00;101;420
C_07.00;140;280
C_84.00;40;100
D_05.00;110;C18_12
C_75.01;80;2280
C_18.00;10;200
C_66.01;10;215
D_05.00;110;H49_2
D_09.02;240;60
C_13.01;20;570
C_34.05;60;60
C_17.02;20;NULL
C_82.00;90;60
M_02.00;10;190
C_13.01;50;590
F_18.00;142;227
C_118.00;190;x417_GH
F_11.02;20;130
F_18.00;70;450
C_10.01;40;10
C_07.00;100;90
F_46.00;80;140
D_05.00;130;G47_74
C_13.01;160;500
C_73.00;20;400
F_18.00;80;420
C_18.00;70;390
D_03.01;60;B5_2_x90
J_03.00;70;580
C_114.00;160;x415_CI
C_18.00;60;110
C_118.00;205;x418_JP
C_75.01;20;150
C_80.00;120;930
C_13.01;150;254
J_06.00;290;340
D_05.00;80;I55_9
C_13.01;170;360
R_01.00;70;30
C_66.01;10;80
C_07.00;30;90
C_75.01;80;2460
J_03.00;90;610
C_114.00;150;x415_NC
D_05.00;80;Q88_9
J_04.00;80;620
C_17.01;100;870
D_09.02;300;40
D_05.00;50;G46_63
D_05.00;40;R91_04
C_114.00;150;x414_CH
C_21.00;50;120
D_09.02;210;30
J_07.00;40;330
C_118.00;150;x418_BE
C_82.00;20;290
C_75.01;20;2640
C_114.00;160;x416_CR
C_118.00;150;x415_CI
C_29.00;280;NULL
F_08.01;37;50
D_05.00;110;L68_31
C_80.00;20;390
J_02.00;30;640
C_114.00;209;x418_NL
D_05.00;80;C13_3
D_05.00;40;R91_02
C_74.00;60;339
C_13.01;10;580
C_07.00;130;190
D_05.00;110;C32_2
C_13.01;70;570
C_120.01;50;x481
C_13.01;40;670
C_34.05;10;40
D_05.00;80;H51_1
C_34.02;110;70
F_46.00;90;60
D_05.00;100;C26_2
F_46.00;50;180
C_13.01;930;630
C_75.01;40;1320
J_06.00;290;140
C_75.01;60;10
C_75.01;70;1120
C_22.00;30;50
C_34.02;10;40
C_73.00;50;1430
C_66.01;25;530
D_03.01;60;B5_20_x90
F_23.03;160;20
C_73.00;50;720
C_32.02;160;190
C_114.00;206;x415_CO
D_05.00;130;F43_11
C_75.01;40;470
C_75.01;90;1630
C_111.00;40;NULL
C_80.00;30;110
C_35.02;10;50
C_13.01;730;530
C_75.01;100;2460
C_114.00;208;x414_HR
R_04.00;60;0020_0020
F_23.03;160;170
C_05.01;30;91
D_09.01;90;180
D_05.00;140;K66_29
C_81.00;70;20
C_32.02;270;20
C_114.00;190;x416_MU
D_05.00;110;A1_4
D_07.00;70;440
D_05.00;70;G46_73
D_05.00;100;G47_71
C_120.02;100;x70_x48_x25
C_80.00;100;220
D_07.00;130;500
D_09.01;80;160
D_05.00;110;G46_38
F_18.00;70;400
C_34.03;10;50
C_75.01;20;850
C_75.01;80;1990
C_74.00;100;291
D_05.00;40;C25_93
J_07.00;40;580
C_91.00;110;120
C_35.02;70;50
D_05.00;50;A1_11
F_09.01.1;120;110
C_120.04;130;x99_x130_x876_x15_x777
F_18.00;910;450
J_02.00;110;600
F_20.04;25;40
C_35.01;20;80
C_75.01;60;970
J_03.00;60;590
D_05.00;60;D35_14
C_74.00;120;260
C_118.00;150;x415_BH
F_18.00;90;370
C_43.00;30;40
C_106.01;120;x622
C_82.00;70;330
C_114.00;180;x415_CY
D_09.01;150;190
C_118.00;202;x419_FR
C_34.01;30;70
F_35.00;110;40
C_75.01;40;90
D_09.01;100;190
C_13.01;160;251
D_07.00;30;490
J_03.00;120;620
J_02.00;10;490
D_05.00;40;H49_31
C_13.01;920;520
C_07.00;10;210
J_07.00;40;230
F_18.00;107;460
C_32.02;270;110
F_04.09;90;6
F_18.00;900;221
D_05.00;100;J58_21
F_25.03;50;20
C_75.01;30;2760
C_66.01;25;115
J_02.00;100;570
C_114.00;160;x414_HU
C_13.01;90;580
C_75.01;90;2160
C_120.04;190;x8_x1286_x876_x15_x777
C_18.00;70;100
C_66.01;25;220
F_46.00;10;190
C_13.01;40;256
F_23.03;140;90
C_118.00;208;x418_CZ
C_22.00;40;120
D_05.00;40;J58_21
C_82.00;20;90
C_118.00;170;x415_IR
D_05.00;50;P85_52
C_32.02;80;50
C_75.01;70;720
C_74.00;60;550
F_11.01;40;310
C_91.00;80;100
