table_id;x_axis_rc_code;y_axis_rc_code
C_75.01;20;1390
C_118.00;208;x414_CH
C_82.00;30;390
D_05.00;30;G45_11
C_07.00;50;170
D_05.00;30;F43_22
C_91.00;30;120
C_75.01;100;2350
C_120.04;140;x10_x1286_x876_x16_x775
C_75.01;100;2710
C_40.00;70;300
F_15.00;90;183
C_75.01;80;1920
D_05.00;50;F43_12
D_05.00;40;G46_12
F_32.01;40;100
J_02.00;140;420
C_118.00;130;x414_RO
C_66.01;10;260
D_07.00;120;340
D_05.00;40;C17_22
F_11.01;40;130
C_118.00;130;x414_HU
C_66.01;10;640
C_118.00;160;x416_CY
F_18.00;70;540
D_05.00;50;C20_41
C_120.04;120;x99_x130_x876_x15_x777
F_18.00;80;380
C_73.00;50;885
R_06.01;70;20
C_75.01;80;230
F_18.00;122;225
F_18.00;57;211
C_75.01;90;80
C_75.01;40;2170
J_02.00;140;440
D_05.00;40;B8_99
C_05.01;10;92
C_67.00;17;120
C_34.02;60;10
C_32.02;90;150
R_02.01;10;110
D_05.00;110;G47_11
D_05.00;70;N81_21
C_17.01;100;640
C_07.00;140;260
C_10.01;60;120
C_73.00;20;250
J_08.00;20;230
F_25.01;90;80
C_13.01;20;460
F_18.00;55;450
C_66.01;10;390
C_13.01;860;570
C_106.01;120;x485
F_23.03;140;120
C_18.00;50;30
C_13.01;220;450
C_75.01;40;1410
C_118.00;160;x415_IR
D_05.00;50;A3_1
D_05.00;20;A1_62
C_73.00;60;1055
C_08.02;30;NULL
C_82.00;70;310
C_118.00;170;x415_VN
C_07.00;140;160
C_91.00;140;130
D_05.00;40;G47_78
C_17.01;100;30
C_08.01;270;60
C_75.01;90;920
C_118.00;190;x415_MU
C_118.00;204;x414_DK
C_75.01;60;990
C_33.00;270;40
D_05.00;130;G47_52
C_13.01;30;360
C_32.02;100;210
C_75.01;100;2030
C_08.01;310;160
C_22.00;80;320
D_05.00;70;I55_1
D_05.00;30;C29_31
C_13.01;140;500
C_74.00;10;430
C_120.02;100;x12_x49_x26
D_05.00;130;C10_82
C_33.00;300;160
C_74.00;60;30
C_118.00;203;x414_SE
C_73.00;50;975
C_34.05;130;140
F_23.03;130;50
C_75.01;20;240
D_03.01;70;C33_14_x87
C_74.00;40;120
D_05.00;80;A1_43
C_114.00;140;x415_IL
C_91.00;120;130
C_80.00;100;510
C_114.00;180;x417_BJ
C_75.01;100;2160
C_05.02;40;30
F_18.00;191;520
C_75.01;40;2110
D_05.00;110;C11_05
D_05.00;100;G46_47
J_05.00;40;590
C_75.01;90;380
C_118.00;150;x418_NZ
C_75.01;100;2580
J_06.00;20;640
C_84.00;20;140
D_05.00;90;A1_28
J_04.00;100;630
D_05.00;80;N78_3
F_09.02;10;40
D_09.01;90;190
C_80.00;10;220
C_32.02;250;80
C_114.00;160;x414_PL
C_34.05;60;170
J_03.00;140;310
C_29.00;60;NULL
C_18.00;70;325
C_13.01;80;640
C_118.00;208;x414_HU
C_118.00;202;x414_x33
C_13.01;160;410
C_82.00;30;410
C_13.01;40;530
F_18.00;57;224
C_106.01;100;x611
C_114.00;202;x414_BG
D_08.00;220;130
M_03.00;10;520
J_05.00;310;170
C_13.01;340;530
C_74.00;110;269
C_13.01;750;620
C_32.02;190;200
C_32.02;270;190
C_13.01;250;470
D_05.00;50;C10_83
D_02.00;110;50
C_13.01;160;640
C_24.00;90;60
D_05.00;140;C28_24
C_66.01;25;1240
C_13.01;170;310
C_118.00;150;x416_AM
M_03.00;20;580
C_73.00;30;40
D_05.00;90;H52_24
D_05.00;110;N77_29
D_05.00;20;I55_3
C_34.05;60;210
C_74.00;60;305
C_118.00;205;x418_IN
C_66.01;10;30
C_18.00;60;200
D_05.00;90;K66_21
C_114.00;150;x417_GG
C_75.01;90;1610
F_23.03;130;30
C_22.00;100;400
C_75.01;70;2690
C_114.00;190;x415_AM
C_13.01;170;280
D_05.00;140;C27_11
C_73.00;20;230
C_40.00;20;300
C_13.01;670;590
D_05.00;140;F43
C_18.00;60;90
F_11.04;50;210
C_22.00;90;480
C_66.01;10;1140
M_02.00;30;190
C_75.01;100;1630
J_02.00;100;630
D_05.00;50;A1_61
C_118.00;190;x416_TN
C_75.01;80;890
C_82.00;30;260
C_05.01;50;65
D_05.00;130;G46_49
C_17.01;100;350
J_02.00;90;570
C_75.01;60;1500
F_23.03;130;90
D_05.00;60;F43_12
D_05.00;20;N80_3
D_05.00;40;G46_14
C_114.00;205;x418_AU
C_10.01;10;100
C_13.01;870;590
D_05.00;50;G46_51
F_18.00;102;420
D_07.00;80;480
C_118.00;209;x418_CA
D_05.00;100;C25_3
D_05.00;20;J58_13
C_08.01;130;20
C_72.00;30;485
D_05.00;70;E37
C_114.00;209;x414_TR
D_07.00;70;240
C_118.00;209;x419_DE
C_32.02;270;60
C_32.03;140;NULL
C_08.02;220;NULL
C_13.01;870;375
C_75.01;90;1480
C_82.00;80;290
C_103.00;200;NULL
C_22.00;80;270
C_16.00;110;120
F_09.01.1;120;190
D_05.00;110;M72_11
D_09.01;110;190
C_84.00;20;120
F_18.00;141;214
C_74.00;100;420
C_22.00;40;100
C_75.01;100;2200
C_120.01;120;x617
D_05.00;90;G46_41
C_73.00;30;1360
D_07.00;120;400
C_32.02;200;40
F_23.05;130;220
C_118.00;170;x416_TN
D_05.00;40;C15_12
C_13.01;930;470
F_04.09;45;9
F_46.00;100;90
J_05.00;310;630
C_84.00;40;120
C_07.00;40;130
C_114.00;150;x415_SD
F_12.00;80;490
F_18.00;910;227
J_03.00;70;630
C_32.03;20;NULL
C_32.02;250;40
C_13.01;70;590
D_05.00;80;R91_02
D_09.02;280;30
C_13.01;10;590
C_74.00;130;317
C_08.01;230;80
C_13.01;340;460
C_05.01;20;441
C_13.01;840;460
D_05.00;40;G46_38
D_05.00;120;G46_39
C_14.01;370;NULL
C_13.01;30;480
C_120.04;120;x7_x1286_x876_x16_x777
C_13.01;140;600
C_13.01;340;590
C_114.00;190;x418_CA
C_13.01;70;530
C_118.00;170;x418_GR
C_118.00;160;x417_KY
C_07.00;160;120
C_13.01;150;580
C_74.00;40;299
J_02.00;130;20
F_18.00;56;211
C_13.01;40;270
D_05.00;20;F43_3
D_05.00;90;K66_29
C_75.01;70;1470
C_80.00;120;690
J_07.00;50;610
D_05.00;30;N77_35
D_05.00;100;C10_82
J_04.00;120;610
C_80.00;90;650
D_05.00;130;N80_3
C_24.00;80;20
C_80.00;30;470
C_114.00;205;x417_AM
C_32.02;150;170
D_05.00;80;C20_3
C_74.00;120;339
C_74.00;50;50
J_03.00;150;200
C_118.00;150;x414_SE
C_118.00;150;x415_SN
C_106.01;100;x624
J_02.00;150;550
C_32.02;100;170
J_02.00;150;110
C_118.00;203;x414_HR
C_80.00;100;190
D_05.00;40;G47_61
D_05.00;100;F43_9
F_09.01.1;130;70
C_120.04;120;x101_x1285_x876_x15_x776
D_05.00;90;G47_52
C_13.01;160;374
C_118.00;207;x418_AM
C_07.00;90;260
F_18.00;900;920
C_24.00;150;110
C_80.00;110;650
C_07.00;120;260
D_05.00;20;C33_2
F_09.02;10;210
D_05.00;50;N77_4
C_114.00;160;x418_JP
J_07.00;310;630
C_66.01;25;680
F_15.00;100;181
C_75.01;90;630
C_13.01;930;540
C_75.01;60;100
J_07.00;290;530
C_40.00;85;220
J_02.00;80;590
D_05.00;120;G47_3
C_34.05;150;70
M_05.00;90;x279_x630
R_04.01;40;0043_0043
J_02.00;130;320
C_18.00;70;310
M_03.00;20;410
D_09.01;80;40
D_05.00;90;N82_91
F_32.01;105;110
C_84.00;30;90
F_18.00;122;550
C_10.01;30;70
C_22.00;100;40
C_118.00;208;x414_x33
D_05.00;110;F43_12
C_118.00;205;x419_NO
C_13.01;320;650
J_05.00;60;290
C_74.00;80;319
F_18.00;950;920
D_05.00;100;G46_1
C_13.01;150;540
C_73.00;50;1440
D_07.00;150;360
D_05.00;70;R92
C_13.01;290;460
D_05.00;130;C17_22
C_07.00;130;240
D_05.00;70;K66_3
C_75.01;20;750
C_118.00;160;x417_CR
C_13.01;330;510
C_72.00;30;30
C_13.01;20;373
D_07.00;50;390
C_13.01;750;540
C_07.00;100;140
D_09.01;110;130
F_46.00;40;80
C_23.00;70;20
D_05.00;70;F43_1
C_106.01;100;x621
F_18.00;191;470
D_05.00;70;K64_19
C_73.00;30;650
D_05.00;100;Q88_9
C_118.00;190;x417_DO
C_118.00;190;x418_GR
C_07.00;30;210
C_120.04;130;x101_x1285_x876_x16_x776
C_114.00;180;x415_TW
C_34.02;100;40
J_09.00;20;10
C_80.00;40;730
D_05.00;110;C25_11
J_04.00;60;600
C_114.00;205;x415_MO
C_114.00;140;x415_MO
C_80.00;120;590
C_13.01;920;660
C_13.01;230;580
C_32.02;150;80
C_81.00;80;370
F_18.00;101;340
F_23.05;150;220
F_18.00;143;225
D_05.00;90;C33_2
C_13.01;290;590
F_12.01;90;550
D_05.00;100;A1_42
C_22.00;90;300
F_35.00;100;20
C_13.01;260;520
C_75.01;80;570
C_13.01;290;550
D_05.00;50;F43_29
C_73.00;30;760
C_34.02;70;100
C_74.00;50;303
C_13.01;310;460
F_13.01;55;40
C_17.02;170;NULL
C_114.00;150;x415_SA
D_05.00;50;G47_22
C_75.01;20;2020
D_05.00;50;M72_19
C_22.00;80;80
C_81.00;30;320
F_23.02;40;410
C_17.01;90;840
C_74.00;110;460
D_05.00;40;F43_39
C_75.01;70;490
D_08.00;90;150
C_10.01;50;120
C_118.00;150;x416_MC
C_118.00;209;x415_IL
F_18.00;180;530
C_82.00;10;380
C_114.00;209;x418_RU
D_05.00;120;C32_99
C_13.01;660;480
C_13.01;240;560
C_07.00;130;310
C_73.00;20;850
D_02.00;90;100
C_13.01;660;670
F_18.00;192;530
C_114.00;150;x418_JP
C_34.03;70;220
F_32.02;50;250
C_118.00;170;x415_CI
C_114.00;170;x416_KY
J_02.00;120;610
C_114.00;205;x415_MY
C_18.00;20;10
C_32.02;50;70
C_34.03;20;340
F_32.01;100;110
C_32.02;230;80
C_106.01;120;x619
C_114.00;202;x416_MZ
C_13.01;150;470
F_18.00;122;380
C_114.00;170;x417_MC
J_07.00;40;380
J_03.00;10;590
D_05.00;90;C28_99
F_08.01;37;70
D_05.00;20;G46_77
C_17.01;90;923
C_114.00;180;x416_CL
F_46.00;30;130
F_23.03;120;180
D_05.00;110;G46_75
J_06.00;290;330
C_114.00;206;x418_NZ
C_34.05;130;120
D_05.00;120;G46_73
C_22.00;90;290
C_75.01;40;240
F_18.00;196;500
C_118.00;203;x414_SI
C_34.05;50;80
C_118.00;170;x417_CL
C_75.01;100;1320
C_80.00;20;240
C_118.00;160;x417_VE
C_80.00;20;140
C_13.01;680;620
C_114.00;170;x415_CL
C_10.01;70;50
D_05.00;70;H52_22
C_118.00;190;x417_CI
C_80.00;10;240
J_04.00;10;580
C_102.00;40;NULL
C_73.00;60;975
J_02.00;140;150
C_13.01;60;610
C_73.00;30;885
C_73.00;60;1440
C_75.01;40;2210
D_05.00;100;Q88_1
J_02.00;10;260
C_19.00;530;110
C_118.00;150;x416_BH
F_18.00;121;212
C_05.02;20;50
C_13.01;100;640
C_13.01;160;470
C_13.01;690;660
C_75.01;100;1400
C_75.01;40;790
C_102.00;131;NULL
C_07.00;70;300
C_75.01;80;2680
D_05.00;50;G46_15
J_09.00;30;100
C_40.00;75;290
D_05.00;120;G47_82
D_05.00;70;N77_39
C_114.00;190;x416_VE
C_118.00;160;x418_NO
R_04.01;40;0370_0370
C_118.00;150;x416_EG
C_75.01;40;2340
C_118.00;150;x417_GR
D_05.00;70;S95_22
C_118.00;204;x414_RO
C_75.01;40;600
D_05.00;50;G47_3
C_13.01;650;610
C_13.01;40;380
C_34.01;40;70
C_29.00;270;NULL
C_80.00;10;180
F_41.02;30;40
C_34.05;60;40
C_13.01;900;470
C_13.01;10;530
C_114.00;180;x417_ID
C_66.01;25;1280
D_05.00;40;H52_24
D_05.00;120;A1_43
C_05.01;10;61
D_05.00;110;C23_51
C_34.02;140;130
J_04.00;120;570
C_13.01;650;480
C_32.03;70;NULL
C_13.01;870;373
C_73.00;30;460
C_75.01;100;2090
D_05.00;100;A1_11
C_120.04;100;x6_x130_x876_x15_x776
C_13.01;670;460
R_01.00;80;30
D_09.01;20;160
C_114.00;203;x415_SA
C_13.01;840;650
C_120.04;150;x2_x1285_x1284_x15_x822
C_75.01;90;1570
C_66.01;25;1010
C_75.01;100;290
C_75.01;20;1580
C_114.00;170;x415_EG
C_34.02;10;30
D_05.00;40;C10
D_05.00;130;G47_78
C_80.00;110;110
D_05.00;100;F43_1
C_80.00;120;870
C_75.01;80;2540
D_09.01;90;130
C_118.00;206;x419_GB
C_120.01;50;x523
C_84.00;20;220
D_08.00;240;150
C_114.00;205;x418_CN
D_05.00;30;F43
C_08.01;100;180
C_17.01;100;921
C_34.02;10;100
C_10.01;70;90
C_82.00;20;70
C_82.00;80;250
C_118.00;205;x415_AR
C_13.01;690;560
C_73.00;30;870
C_75.01;70;500
D_05.00;120;G46_46
C_74.00;150;570
C_13.01;690;600
C_21.00;50;130
D_05.00;110;A1_49
C_07.00;100;120
D_05.00;50;J61_1
C_17.01;100;470
C_114.00;205;x418_ES
D_05.00;110;C29_1
C_114.00;206;x418_x1
C_13.01;680;470
C_114.00;190;x418_IN
C_13.01;270;600
C_13.01;880;640
D_09.02;260;60
C_13.01;930;640
C_74.00;110;337
C_75.01;100;2640
C_120.02;100;x12_x50_x26
D_05.00;30;A1_61
C_75.01;90;940
F_23.03;120;140
D_05.00;70;Q88_1
C_118.00;207;x418_NZ
C_32.02;200;210
D_07.00;150;420
C_13.01;270;500
D_03.01;70;B9_x85
J_07.00;310;370
C_13.01;30;260
C_75.01;100;2570
D_05.00;70;A1_41
C_73.00;60;1410
C_13.01;270;590
D_05.00;40;F43_3
C_16.00;40;40
F_08.01;40;10
C_66.01;10;200
F_18.00;140;221
D_05.00;130;G46_74
C_08.01;90;60
C_114.00;203;x414_CZ
C_80.00;90;380
D_05.00;30;N77_33
D_05.00;40;C20_59
C_73.00;30;207
D_05.00;30;C28_24
J_07.00;40;530
J_03.00;60;610
C_75.01;90;2070
C_22.00;20;90
C_21.00;60;21
C_75.01;20;1190
C_118.00;206;x414_AT
C_22.00;60;270
D_05.00;60;G47_71
C_118.00;207;x418_CL
C_24.00;80;40
C_35.03;20;90
C_74.00;120;285
J_02.00;130;400
C_13.01;100;520
C_66.01;25;65
C_66.01;25;30
D_07.00;70;450
C_114.00;180;x415_CR
J_07.00;280;570
C_114.00;180;x415_GG
F_08.01;40;430
F_25.01;30;50
C_21.00;20;110
C_74.00;110;201
F_32.01;55;120
F_09.01.1;130;110
D_05.00;100;C10_72
J_05.00;280;620
C_120.04;120;x10_x1286_x876_x15_x775
C_75.01;90;270
D_05.00;30;Q88_99
C_40.00;10;95
R_04.01;20;0020_0020
D_05.00;140;G46_16
C_118.00;209;x418_IN
C_83.00;50;20
C_118.00;170;x415_NC
F_18.00;160;400
C_91.00;50;110
C_32.02;250;70
C_13.01;890;600
D_05.00;110;C20_41
D_07.00;20;500
C_82.00;30;350
J_02.00;130;550
C_80.00;90;1000
C_114.00;160;x418_AR
F_11.04;30;40
C_13.01;160;620
D_05.00;100;C18_11
F_32.01;80;15
C_80.00;40;910
F_46.00;100;50
C_74.00;90;460
F_20.05;22;30
D_05.00;110;C23_7
C_34.05;30;40
C_114.00;205;x414_CH
C_118.00;190;x414_DK
C_13.01;920;600
C_21.00;70;40
C_118.00;150;x418_AR
D_05.00;50;J63_12
F_18.00;192;450
C_73.00;50;460
F_19.00;130;224
C_74.00;130;60
C_34.10;10;10
C_13.01;110;560
D_05.00;50;S94_12
D_09.02;250;60
F_23.03;170;140
J_06.00;310;350
D_05.00;70;G46_74
C_74.00;100;287
C_75.01;70;2760
C_80.00;110;760
J_06.00;290;580
D_05.00;70;C31_09
C_75.01;70;840
D_02.00;120;100
C_66.01;25;253
C_14.00;75;NULL
C_91.00;130;110
C_13.01;260;580
C_80.00;110;530
C_81.00;90;350
C_32.02;80;40
C_114.00;170;x415_BH
C_13.01;340;650
C_32.02;170;150
C_07.00;60;110
J_08.00;20;130
C_75.01;90;2010
C_13.01;120;560
D_05.00;20;R93_21
C_32.02;70;200
D_05.00;100;G47_43
C_35.02;20;20
C_120.02;100;x14_x49_x26
C_74.00;120;40
C_13.01;30;256
C_118.00;130;x415_IL
C_114.00;160;x416_CI
C_75.01;20;10
C_09.04;20;20
C_13.01;60;510
J_02.00;150;320
C_75.01;60;950
C_114.00;160;x418_NZ
C_114.00;160;x416_BH
C_74.00;140;315
C_118.00;180;x415_KZ
F_04.03.1;71;40
C_75.01;40;2020
C_05.01;40;441
C_32.02;250;210
J_03.00;110;600
C_75.01;60;520
F_18.00;143;216
C_13.01;40;630
R_01.00;90;10
C_32.02;80;80
C_114.00;208;x418_SG
C_75.01;20;2550
F_18.00;101;380
F_32.01;105;20
J_03.00;140;240
F_18.00;952;933
C_22.00;70;100
D_05.00;80;N77_4
F_18.00;191;540
F_18.00;910;440
C_34.05;140;100
D_05.00;50;G47_11
R_06.01;90;10
D_05.00;110;J59_13
F_08.01;34;445
C_13.01;900;540
C_08.02;60;NULL
F_23.05;70;230
C_106.01;100;x576
F_18.00;952;221
D_05.00;70;S94_99
C_14.01;470;NULL
C_22.00;100;20
F_18.00;80;550
C_75.01;90;1420
C_114.00;209;x414_SK
D_05.00;100;C28_99
C_32.02;80;170
F_18.00;102;480
C_118.00;190;x416_GH
J_05.00;40;340
C_120.01;120;x527
C_34.03;70;20
D_05.00;70;P85_52
C_114.00;199;x414_TR
C_80.00;10;490
C_118.00;170;x417_AM
F_05.01;30;120
C_120.01;50;x483
C_114.00;150;x418_NZ
C_18.00;40;13
D_07.00;40;450
C_13.01;250;620
R_12.00;30;40
D_08.00;90;130
D_07.00;100;420
C_75.01;70;1710
C_34.03;20;80
C_75.01;80;1400
D_05.00;30;F42_99
C_80.00;90;340
F_25.01;60;100
C_34.02;220;130
D_05.00;100;G47_76
D_05.00;110;S94_2
C_73.00;20;30
F_25.01;20;80
C_114.00;160;x416_NC
D_05.00;50;I56_3
D_05.00;80;C28_3
R_04.01;40;0350_0350
C_118.00;150;x414_BG
F_09.02;20;110
D_05.00;80;G47_19
F_11.04;40;130
C_75.01;90;400
C_75.01;40;2530
C_22.00;100;210
F_04.09;45;7
C_66.01;25;235
C_74.00;110;210
C_114.00;160;x415_SN
C_75.01;60;2440
C_34.03;20;110
D_05.00;100;G47_78
D_05.00;90;G46_74
J_02.00;40;620
C_07.00;90;100
D_05.00;140;Q87_9
J_08.00;20;360
C_118.00;160;x415_BJ
D_05.00;40;F42_22
C_22.00;60;140
D_09.01;110;150
C_28.00;120;NULL
C_13.01;310;630
C_115.00;52;NULL
D_05.00;130;C28_99
C_75.01;90;2500
C_75.01;100;960
J_03.00;100;580
C_118.00;150;x415_GG
C_114.00;190;x415_UA
C_13.01;130;640
C_05.01;30;425
F_32.04;50;140
D_05.00;110;G47_82
D_05.00;90;F43_3
C_114.00;170;x415_CI
C_13.01;20;375
C_13.01;270;560
C_74.00;120;313
F_09.02;20;80
C_75.01;80;740
D_05.00;70;S94_91
D_05.00;80;A1_61
C_67.00;16;10
D_05.00;140;G47_81
C_114.00;205;x414_TR
J_02.00;20;620
C_18.00;20;370
F_11.04;50;170
C_17.01;90;10
F_04.09;30;5
D_05.00;120;G46_6
C_43.00;30;65
C_80.00;10;120
C_73.00;20;610
D_05.00;20;B8_99
C_114.00;160;x415_CR
C_120.01;50;x526
D_05.00;60;F41
D_05.00;130;G47_43
C_74.00;110;267
C_40.00;70;71
C_118.00;190;x414_RO
R_01.00;71;31
D_05.00;20;N77_34
C_75.01;40;1390
F_20.04;26;40
D_05.00;90;N80_3
C_75.01;70;2210
C_75.01;90;2730
F_23.01;30;100
C_118.00;205;x415_AM
D_05.00;70;C13_3
C_13.01;930;520
D_05.00;50;N77_29
D_05.00;30;C10_51
C_66.01;25;950
C_18.00;50;350
C_66.01;10;520
C_22.00;70;470
F_18.00;952;214
D_05.00;70;F43_9
C_80.00;30;160
D_05.00;80;C20_41
C_118.00;207;x414_BG
C_114.00;160;x418_CZ
C_75.01;70;2460
C_75.01;70;1950
C_13.01;110;600
C_118.00;170;x414_RO
C_22.00;40;50
C_18.00;40;370
C_14.00;287;NULL
J_07.00;290;590
C_07.00;70;150
D_05.00;80;G46_6
D_05.00;40;K66_21
C_13.01;170;220
C_75.01;10;2760
F_11.01;40;360
C_13.01;100;620
C_13.01;120;600
C_118.00;204;x414_HU
D_09.02;210;40
J_03.00;80;580
C_114.00;170;x418_BE
C_11.00;40;90
C_114.00;207;x415_PH
C_114.00;201;x414_HU
D_05.00;40;C10_11
D_05.00;20;G46_42
F_04.03.1;20;40
C_118.00;170;x414_CH
D_07.00;160;440
C_10.01;30;120
C_81.00;70;300
C_07.00;110;260
C_75.01;70;1200
C_118.00;170;x415_MC
C_34.09;10;80
C_118.00;150;x418_CZ
C_13.01;170;600
C_08.02;190;NULL
C_75.01;100;670
R_04.01;30;0190_0190
D_05.00;140;N77_33
D_05.00;50;C23_51
D_05.00;60;H49_32
C_13.01;20;590
C_118.00;170;x415_CY
D_05.00;30;G46_45
C_32.01;40;140
D_01.00;110;550
D_05.00;80;J58_19
C_106.00;40;NULL
C_114.00;140;x414_TR
C_114.00;150;x416_MC
J_06.00;40;580
F_18.00;910;221
F_32.01;50;120
D_05.00;30;N77_4
C_10.01;50;10
C_40.00;130;280
C_13.01;900;620
C_82.00;90;210
C_07.00;170;90
F_10.00;40;300
F_18.00;170;440
F_46.00;50;130
D_05.00;50;G46_46
C_13.01;160;260
D_05.00;50;G47_19
J_02.00;130;110
F_04.03.1;40;30
C_08.01;200;170
D_05.00;110;G45_2
F_23.03;160;160
C_34.05;70;130
F_23.03;170;120
C_118.00;190;x416_KZ
C_23.00;50;130
D_05.00;100;S95_24
F_08.01;37;370
F_08.01;40;70
J_03.00;80;620
F_18.00;109;221
D_07.00;60;350
F_18.00;56;930
C_13.01;870;110
C_43.00;40;70
J_03.00;120;600
C_75.01;90;650
C_32.02;250;170
F_18.00;951;920
C_13.01;10;210
F_18.00;30;430
C_13.01;30;290
D_05.00;40;J59_14
C_75.01;90;1300
D_05.00;50;G47_82
F_11.01;40;510
D_05.00;80;J59_13
C_114.00;150;x414_CZ
D_05.00;130;C25_94
C_66.01;10;1131
F_19.00;130;211
J_08.00;10;250
D_05.00;60;G47_19
C_75.01;60;2290
D_05.00;100;G46_21
D_05.00;130;C31_01
D_05.00;110;G47_22
C_07.00;50;270
C_84.00;40;70
C_75.01;80;2470
D_05.00;70;F42_22
C_13.01;250;520
C_13.01;330;570
C_118.00;150;x418_AM
C_05.01;60;443
C_13.01;150;350
D_05.00;130;E38_32
C_32.02;30;180
D_09.02;90;40
D_05.00;80;K64_92
F_23.01;30;200
D_08.00;100;170
C_13.01;140;450
C_118.00;170;x417_DO
C_114.00;201;x414_CH
C_16.00;110;70
D_05.00;120;R91_04
C_17.01;100;160
F_05.01;10;90
D_08.00;80;110
C_74.00;110;339
C_102.00;120;NULL
F_23.03;150;50
D_05.00;140;C19_2
D_07.00;40;500
F_35.00;230;40
C_114.00;206;x416_MZ
F_46.00;60;150
J_04.00;20;620
C_13.01;170;240
D_05.00;100;G46_38
C_106.01;100;x618
F_23.01;50;100
C_120.04;100;x7_x130_x876_x15_x776
C_18.00;60;50
D_05.00;140;C29_31
C_81.00;80;240
D_05.00;50;C10_85
C_75.01;40;2400
C_13.01;160;670
F_18.00;121;224
D_05.00;40;C26_2
C_34.01;30;60
C_18.00;70;110
C_18.00;10;40
D_05.00;90;K66_11
D_05.00;100;G47_25
D_03.02;70;NULL
D_05.00;100;C26_3
J_06.00;30;170
F_46.00;40;70
C_75.01;80;1010
C_74.00;80;30
F_23.03;170;110
D_05.00;60;C30_92
D_05.00;120;C33_11
D_05.00;110;P85_53
J_03.00;130;390
D_05.00;60;A1_4
C_13.01;860;480
D_05.00;130;G46_21
C_80.00;90;690
J_03.00;40;630
C_118.00;130;x414_DK
F_09.01.1;120;50
C_13.01;70;630
C_74.00;40;450
C_80.00;40;1090
D_05.00;90;S95_12
F_25.01;70;40
C_114.00;205;x415_AM
C_120.04;130;x101_x1286_x876_x15_x775
C_17.01;90;910
C_34.05;130;70
F_18.00;950;216
C_80.00;30;540
C_34.03;10;270
D_07.00;160;480
C_13.01;150;330
D_05.00;30;G46_18
C_73.00;50;270
C_75.01;70;2180
J_03.00;50;640
C_34.02;70;60
C_13.01;890;630
C_13.01;240;650
C_75.01;20;2490
D_05.00;140;F42_91
J_07.00;270;600
C_22.00;80;400
F_18.00;192;430
C_75.01;100;2470
F_46.00;10;80
C_80.00;110;940
F_15.00;100;127
C_103.00;150;NULL
C_75.01;80;1630
D_02.00;140;100
C_114.00;140;x414_RO
C_13.01;150;640
C_75.01;70;970
C_118.00;190;x416_GR
C_13.01;880;580
C_07.00;211;30
J_07.00;40;40
M_01.00;20;260
D_05.00;120;H49_32
C_22.00;100;460
D_05.00;40;F42_11
C_75.01;20;2630
C_67.00;50;120
C_75.01;100;2330
D_05.00;110;C10_85
F_18.00;951;223
C_22.00;80;340
D_05.00;90;N77_39
D_05.00;120;G47_19
C_07.00;100;180
C_75.01;90;2450
D_05.00;30;M73_2
C_118.00;170;x416_GR
C_75.01;90;2430
C_106.01;100;x524
F_23.03;120;70
D_05.00;30;J58_29
C_80.00;20;490
C_75.01;20;2380
C_80.00;110;20
C_13.01;880;620
D_05.00;80;K65_12
D_05.00;30;A1_4
C_75.01;100;1270
C_91.00;70;90
C_80.00;90;550
F_05.01;50;120
C_75.01;70;1800
D_05.00;130;C10
D_09.02;180;30
M_02.00;10;170
C_80.00;90;400
C_105.01;40;NULL
C_75.01;60;1370
D_09.01;100;40
D_05.00;60;C13_93
C_24.00;70;90
J_04.00;70;620
C_68.00;20;120
C_74.00;90;337
D_05.00;50;J59_13
C_75.01;20;280
C_13.01;140;660
D_05.00;30;J58_14
D_05.00;20;G47_91
F_32.01;100;20
C_115.00;133;NULL
C_23.00;70;80
C_75.01;40;2320
D_05.00;130;G46_63
C_13.01;250;640
C_80.00;10;500
C_114.00;208;x414_HU
C_13.01;150;610
C_23.00;30;135
C_13.01;230;510
C_74.00;60;410
C_13.01;860;670
D_05.00;100;G46_9
C_118.00;160;x417_GG
F_18.00;80;530
D_05.00;20;K66_22
C_07.00;240;30
D_05.00;20;S95_21
D_07.00;70;430
C_07.00;180;110
C_114.00;206;x418_AR
F_23.03;160;90
C_118.00;170;x416_ID
C_16.00;40;80
C_75.01;70;1570
J_05.00;30;580
C_17.01;90;920
C_22.00;60;380
C_33.00;290;210
C_75.01;20;810
C_14.01;430;NULL
C_74.00;130;260
J_07.00;60;350
J_04.00;20;570
J_02.00;100;600
D_05.00;50;J58_21
C_80.00;90;500
D_05.00;70;G46_41
F_19.00;100;930
C_75.01;80;480
J_03.00;130;160
F_25.01;120;80
D_08.00;250;110
C_118.00;150;x417_KZ
C_34.05;150;140
D_05.00;130;G47_76
C_66.01;25;800
C_13.01;40;254
D_05.00;30;C33_11
C_74.00;120;267
C_114.00;170;x418_SG
J_02.00;140;60
R_04.01;30;0320_0320
D_05.00;60;G46_39
F_23.03;40;110
F_25.01;110;40
C_17.02;200;NULL
C_118.00;180;x417_CR
D_07.00;60;390
C_14.00;242;NULL
C_74.00;120;110
D_02.00;90;50
D_09.01;80;170
C_114.00;206;x414_BG
C_73.00;20;300
C_83.00;50;80
C_120.04;150;x6_x130_x876_x15_x776
J_03.00;130;350
C_118.00;190;x415_IL
C_114.00;205;x418_GR
D_05.00;40;G46_74
C_75.01;20;1350
F_15.00;110;185
D_05.00;80;C33_11
D_05.00;50;O84_11
